name,website,type,use,address,area,ownership,Geom,geo_point_2d,latitude,longitude
New Leaf Editions,www.newleafeditions.com?,Studio/Rehearsal,Workshop,"3-1244 Cartwright St, Vancouver, BC, V6H 3R7",Fairview,Privately Owned,"{""coordinates"": [-123.134665, 49.269841], ""type"": ""Point""}","49.269841, -123.134665",49.269841,-123.134665
Or Gallery,www.orgallery.org?,Museum/Gallery,Museum/Gallery,"236 E Pender St, Vancouver, BC, V6A 1T7",Downtown Eastside,Privately Owned,"{""coordinates"": [-123.112094, 49.281406], ""type"": ""Point""}","49.281406, -123.112094",49.281406,-123.112094
Secret Lantern Society,https://www.secretlantern.org/#festival-overview,Studio/Rehearsal,Workshop,"328 -B Industrial Av, Vancouver, BC,",Strathcona,Privately Owned,"{""coordinates"": [-123.0965625, 49.2695868], ""type"": ""Point""}","49.2695868, -123.0965625",49.2695868,-123.0965625
SUM Gallery,https://sumgallery.ca/,Museum/Gallery,Museum/Gallery,"425-268 Keefer Street, Vancouver, BC, V6A 1X5",Downtown Eastside,Privately Owned,"{""coordinates"": [-123.0979982, 49.2791925], ""type"": ""Point""}","49.2791925, -123.0979982",49.2791925,-123.0979982
Van Dusen Botanical Garden,http://vandusengarden.org/,Museum/Gallery,Garden/Aquarium/Science Centre,"5251 Oak St, Vancouver, BC, V6M 4H1",Shaughnessy,City of Vancouver,"{""coordinates"": [-123.128627, 49.238472], ""type"": ""Point""}","49.238472, -123.128627",49.238472,-123.128627
Vancouver Biennale,https://www.vancouverbiennale.com/,Museum/Gallery,Museum/Gallery,"290 W 3rd Av, Vancouver, BC, V5Y 1G1",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.110397, 49.268419], ""type"": ""Point""}","49.268419, -123.110397",49.268419,-123.110397
Vancouver Hack Space,https://vanhack.ca,Studio/Rehearsal,Workshop,"1601 Venables St, Vancouver, BC, V5L 2H1",Grandview-Woodland,Privately Owned,"{""coordinates"": [-123.0725648, 49.2769475], ""type"": ""Point""}","49.2769475, -123.0725648",49.2769475,-123.0725648
Vanier Park,,Community Space,Plaza/Park/Band Shell,"1000 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.146124, 49.276777], ""type"": ""Point""}","49.276777, -123.146124",49.276777,-123.146124
Arts Club Theatre - Production Centre,,Studio/Rehearsal,Workshop,"1377 Cartwright St, Vancouver, BC, V6H 3R7",Fairview,Government,"{""coordinates"": [-123.1347122, 49.2700047], ""type"": ""Point""}","49.2700047, -123.1347122",49.2700047,-123.1347122
Artspeak Gallery,www.artspeak.ca/?,Museum/Gallery,Museum/Gallery,"233 Carrall St, Vancouver, BC, V6B 2J2",Downtown,Non-Profit,"{""coordinates"": [-123.104299, 49.282941], ""type"": ""Point""}","49.282941, -123.104299",49.282941,-123.104299
Ayden Gallery,www.aydengallery.com?,Museum/Gallery,Museum/Gallery,"88 W Pender St, Vancouver, BC, V6B 6N9",Downtown,Privately Owned,"{""coordinates"": [-123.1071802, 49.2809655], ""type"": ""Point""}","49.2809655, -123.1071802",49.2809655,-123.1071802
BAF Studio,http://www.burrardarts.org/about.html,Museum/Gallery,Museum/Gallery,"108 E Broadway Av, Vancouver, BC, V5T 1V9",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.102505, 49.262669], ""type"": ""Point""}","49.262669, -123.102505",49.262669,-123.102505
Centre A - Centre For Contemporary Asian Art,http://centrea.org,Museum/Gallery,Museum/Gallery,"268 Keefer St, Vancouver, BC, V6A 1X6",Strathcona,Privately Owned,"{""coordinates"": [-123.098181, 49.280067], ""type"": ""Point""}","49.280067, -123.098181",49.280067,-123.098181
Circle Craft Co-Operative Shop & Gallery,www.circlecraft.net/,Museum/Gallery,Museum/Gallery,"1666 Johnston St, Vancouver, BC, V6H 3S2",Fairview,Government,"{""coordinates"": [-123.135541, 49.272369], ""type"": ""Point""}","49.272369, -123.135541",49.272369,-123.135541
Contemporary Art Gallery,www.contemporaryartgallery.ca?,Museum/Gallery,Museum/Gallery,"555 Nelson St, Vancouver, BC, V6B 6R5",Downtown,Privately Owned,"{""coordinates"": [-123.121183, 49.278238], ""type"": ""Point""}","49.278238, -123.121183",49.278238,-123.121183
PNE Amphitheatre,http://www.49st.com/venue/pne-amphitheatre#info,Community Space,Plaza/Park/Band Shell,"2901 E Hastings St, Vancouver, BC, V5K 5J1",Hastings-Sunrise,City of Vancouver,"{""coordinates"": [-123.037295, 49.28416], ""type"": ""Point""}","49.28416, -123.037295",49.28416,-123.037295
Queen Elizabeth Theatre Plaza,,Community Space,Plaza/Park/Band Shell,"650 Hamilton St, Vancouver, BC, V6B 5N6",Downtown,City of Vancouver,"{""coordinates"": [-123.113393, 49.27994], ""type"": ""Point""}","49.27994, -123.113393",49.27994,-123.113393
Spirit Wrestler Gallery,www.spiritwrestler.com,Museum/Gallery,Museum/Gallery,"47 Water St, Vancouver, BC, V6B 1A1",Downtown,Privately Owned,"{""coordinates"": [-123.105348, 49.2837331], ""type"": ""Point""}","49.2837331, -123.105348",49.2837331,-123.105348
Wall Centre Plaza,,Community Space,Plaza/Park/Band Shell,"1088 Burrard St, Vancouver, BC, V6Z 2R9",Downtown,Privately Owned,"{""coordinates"": [-123.1265368, 49.2801175], ""type"": ""Point""}","49.2801175, -123.1265368",49.2801175,-123.1265368
Western Front - Gallery,www.front.bc.ca?,Museum/Gallery,Museum/Gallery,"303 E 8th Av, Vancouver, BC, V5T 1S1",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.098654, 49.263916], ""type"": ""Point""}","49.263916, -123.098654",49.263916,-123.098654
Hill's Native Art,www.hillsnativeart.com,Museum/Gallery,Museum/Gallery,"165 Water St, Vancouver, BC, V6B 1A7",Downtown,Privately Owned,"{""coordinates"": [-123.1081528, 49.2844721], ""type"": ""Point""}","49.2844721, -123.1081528",49.2844721,-123.1081528
Lumbermen's Arch,,Community Space,Plaza/Park/Band Shell,"Stanley Park, Vancouver, BC",Stanley Park,City of Vancouver,"{""coordinates"": [-123.131707, 49.302981], ""type"": ""Point""}","49.302981, -123.131707",49.302981,-123.131707
MakerLabs,www.makerlabs.ca,Studio/Rehearsal,Workshop,"780 E Cordova St, Vancouver, BC, V6A1M3",Strathcona,Privately Owned,"{""coordinates"": [-123.087695, 49.2818014], ""type"": ""Point""}","49.2818014, -123.087695",49.2818014,-123.087695
Remington Gallery and Studio,https://www.facebook.com/Remington.Gallery.and.Studio,Museum/Gallery,Museum/Gallery,"108 E Hastings St, Vancouver, BC, V6A 4J1",Downtown,Privately Owned,"{""coordinates"": [-123.1019396, 49.281336], ""type"": ""Point""}","49.281336, -123.1019396",49.281336,-123.1019396
Uno Langmann Limited Fine Arts,www.langmann.com,Museum/Gallery,Museum/Gallery,"2117 Granville St, Vancouver, BC, V6H 3E9",Fairview,Privately Owned,"{""coordinates"": [-123.1388698, 49.2666423], ""type"": ""Point""}","49.2666423, -123.1388698",49.2666423,-123.1388698
CBC Outdoor Stage,http://www.cbc.ca,Community Space,Plaza/Park/Band Shell,"700 Hamilton, Vancouver, BC, V6B 2R5",Downtown,Government,"{""coordinates"": [-123.114669, 49.279299], ""type"": ""Point""}","49.279299, -123.114669",49.279299,-123.114669
Charles H. Scott Gallery,www.chscott.ecuad.ca?,Museum/Gallery,Museum/Gallery,"1399 Johnston St, Vancouver, BC, V6H 2R9",Fairview,Government,"{""coordinates"": [-123.132876, 49.270485], ""type"": ""Point""}","49.270485, -123.132876",49.270485,-123.132876
Pendulum Gallery,www.pendulumgallery.bc.ca?,Museum/Gallery,Museum/Gallery,"885 W Georgia St, Vancouver, BC, V6C 3E8",Downtown,Privately Owned,"{""coordinates"": [-123.119963, 49.283709], ""type"": ""Point""}","49.283709, -123.119963",49.283709,-123.119963
Satellite Gallery,www.satellitegallery.ca,Museum/Gallery,Museum/Gallery,"560 Seymour St, Vancouver, BC, V6B 3J5",Downtown,Privately Owned,"{""coordinates"": [-123.114585, 49.283183], ""type"": ""Point""}","49.283183, -123.114585",49.283183,-123.114585
Vancity Theatre,http://www.viff.org/theatre/facility-info,Theatre/Performance,Cinema,"1181 Seymour St, Vancouver, BC, V6B 3M7",Downtown,Privately Owned,"{""coordinates"": [-123.124732, 49.276974], ""type"": ""Point""}","49.276974, -123.124732",49.276974,-123.124732
Vancouver Aquarium,www.vanaqua.org?,Museum/Gallery,Garden/Aquarium/Science Centre,"845 Avison Way, Vancouver, BC, V6G 3E2",Stanley Park,City of Vancouver,"{""coordinates"": [-123.130997, 49.30067], ""type"": ""Point""}","49.30067, -123.130997",49.30067,-123.130997
Art Emporium,http://www.theartemporium.ca,Museum/Gallery,Museum/Gallery,"2928 Granville St, Vancouver, BC, V6H 3J7",Fairview,Privately Owned,"{""coordinates"": [-123.1383072, 49.2593906], ""type"": ""Point""}","49.2593906, -123.1383072",49.2593906,-123.1383072
Chinese Cultural Centre Museum and Archives,,Museum/Gallery,Museum/Gallery,"555 Columbia St, Vancouver, BC, V6A 4H5",Downtown,City of Vancouver,"{""coordinates"": [-123.102448, 49.279894], ""type"": ""Point""}","49.279894, -123.102448",49.279894,-123.102448
City of Vancouver Archives,www.vancouver.cayour-government/city-of-vancouver-archives.aspx?,Museum/Gallery,Library/Archives,"1150 Chestnut St, Vancouver, BC, V6J 3J9",Kitsilano,City of Vancouver,"{""coordinates"": [-123.142663, 49.276084], ""type"": ""Point""}","49.276084, -123.142663",49.276084,-123.142663
Dr. Sun Yat-Sen Classical Chinese Garden,www.vancouverchinesegarden.com?,Museum/Gallery,Garden/Aquarium/Science Centre,"578 Carrall St, Vancouver, BC, V6B 5K2",Downtown,City of Vancouver,"{""coordinates"": [-123.103361, 49.279776], ""type"": ""Point""}","49.279776, -123.103361",49.279776,-123.103361
Granville Fine Arts,www.granvillefineart.com?,Museum/Gallery,Museum/Gallery,"2447 Granville St, Vancouver, BC, V6H 3G5",Fairview,Privately Owned,"{""coordinates"": [-123.1386339, 49.2638926], ""type"": ""Point""}","49.2638926, -123.1386339",49.2638926,-123.1386339
Grunt Gallery,www.grunt.ca?,Museum/Gallery,Museum/Gallery,"350 E 2nd Av, Vancouver, BC, V5T 4R8",Mount Pleasant,Non-Profit,"{""coordinates"": [-123.09715, 49.26676], ""type"": ""Point""}","49.26676, -123.09715",49.26676,-123.09715
Hot Art Wet City,http://hotartwetcity.com/,Museum/Gallery,Museum/Gallery,"2206 Main St, Vancouver, BC, V5T 3C7",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.1007282, 49.2653981], ""type"": ""Point""}","49.2653981, -123.1007282",49.2653981,-123.1007282
Jack Poole Plaza,http://www.vancouverconventioncentre.com/jack-poole-plaza/,Community Space,Plaza/Park/Band Shell,", Vancouver, BC,",Downtown,Government,"{""coordinates"": [-123.118259, 49.289387], ""type"": ""Point""}","49.289387, -123.118259",49.289387,-123.118259
Kitsilano Showboat,http://www.kitsilanoshowboat.com/showboat.html,Community Space,Plaza/Park/Band Shell,"2300 Cornwall Av, Vancouver, BC, V6K 1B7",Kitsilano,City of Vancouver,"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}","49.2725956, -123.1573621",49.2725956,-123.1573621
Labyrinth Gallery,http://labyrinthgallery.org/,Museum/Gallery,Museum/Gallery,"112 E Hastings St, Vancouver, BC, V6A 4J1",Downtown,Privately Owned,"{""coordinates"": [-123.1017894, 49.2810651], ""type"": ""Point""}","49.2810651, -123.1017894",49.2810651,-123.1017894
Remington Gallery and Studio,https://www.facebook.com/Remington.Gallery.and.Studio,Museum/Gallery,Museum/Gallery,"108 E Hastings St, Vancouver, BC, V6A 4J1",Downtown,,"{""coordinates"": [-123.1019396, 49.281336], ""type"": ""Point""}","49.281336, -123.1019396",49.281336,-123.1019396
"Rio Theatre, The",www.riotheatre.ca?,Theatre/Performance,Cinema,"1660 E Broadway, Vancouver, BC, V5N 1W1",Kensington-Cedar Cottage,Privately Owned,"{""coordinates"": [-123.0704852, 49.2620042], ""type"": ""Point""}","49.2620042, -123.0704852",49.2620042,-123.0704852
Satellite Gallery,www.satellitegallery.ca,Museum/Gallery,Museum/Gallery,"560 Seymour St, Vancouver, BC, V6B 3J5",Downtown,Privately Owned,"{""coordinates"": [-123.114585, 49.283183], ""type"": ""Point""}","49.283183, -123.114585",49.283183,-123.114585
Tracey Lawrence Gallery,,Museum/Gallery,Museum/Gallery,"1531 W 4th Av, Vancouver, BC, V6J 1L6",Fairview,Privately Owned,"{""coordinates"": [-123.139461, 49.267975], ""type"": ""Point""}","49.267975, -123.139461",49.267975,-123.139461
Alliance for Arts and Culture,http://www.allianceforarts.com,Museum/Gallery,Library/Archives,"938 Howe St, Vancouver, BC, V6Z 1N9",Downtown,Privately Owned,"{""coordinates"": [-123.1228359, 49.2803099], ""type"": ""Point""}","49.2803099, -123.1228359",49.2803099,-123.1228359
Arts Club Theatre - Production Centre,,Studio/Rehearsal,Workshop,"1377 Cartwright St, Vancouver, BC, V6H 3R7",Fairview,Government,"{""coordinates"": [-123.1347122, 49.2700047], ""type"": ""Point""}","49.2700047, -123.1347122",49.2700047,-123.1347122
Artstarts in Schools,www.artstarts.com,Museum/Gallery,Museum/Gallery,"808 Richards St, Vancouver, BC, V6B 3A7",Downtown,Privately Owned,"{""coordinates"": [-123.1179808, 49.2799985], ""type"": ""Point""}","49.2799985, -123.1179808",49.2799985,-123.1179808
Ayden Gallery,www.aydengallery.com?,Museum/Gallery,Museum/Gallery,"88 W Pender St, Vancouver, BC, V6B 6N9",Downtown,Privately Owned,"{""coordinates"": [-123.1071802, 49.2809655], ""type"": ""Point""}","49.2809655, -123.1071802",49.2809655,-123.1071802
Basic Inquiry,http://www.lifedrawing.org/index.html,Museum/Gallery,Museum/Gallery,"1011 Main St, Vancouver, BC, V6A 4L4",Downtown,Privately Owned,"{""coordinates"": [-123.1000334, 49.2758184], ""type"": ""Point""}","49.2758184, -123.1000334",49.2758184,-123.1000334
Cineplex Odeon International Village Cinemas,http://www.cineplex.com/Theatre/Cineplex-Odeon-International-Village-Cinemas,Theatre/Performance,Cinema,"88 W Pender St, Vancouver, BC, V6B 6N9",Downtown,Privately Owned,"{""coordinates"": [-123.106621, 49.280474], ""type"": ""Point""}","49.280474, -123.106621",49.280474,-123.106621
Coastal Peoples Fine Arts Gallery Gastown,http://www.coastalpeoples.com,Museum/Gallery,Museum/Gallery,"200-322 Water St, Vancouver, BC, V6B 1B6",Downtown,Privately Owned,"{""coordinates"": [-123.109198, 49.2843539], ""type"": ""Point""}","49.2843539, -123.109198",49.2843539,-123.109198
Haywood Bandstand,,Community Space,Plaza/Park/Band Shell,"1755 Beach Av, Vancouver, BC, V6G 2L1",West End,Vancouver Park Board/COV,"{""coordinates"": [-123.141944, 49.285278], ""type"": ""Point""}","49.285278, -123.141944",49.285278,-123.141944
Jack Poole Plaza,http://www.vancouverconventioncentre.com/jack-poole-plaza/,Community Space,Plaza/Park/Band Shell,"1075 Canada Pl, Vancouver, BC, V6C 3L5",Downtown,Government,"{""coordinates"": [-123.118259, 49.289387], ""type"": ""Point""}","49.289387, -123.118259",49.289387,-123.118259
Teck Gallery,https://www.sfu.ca/galleries/teck-gallery.html,Museum/Gallery,Museum/Gallery,"515 W Hastings St, Vancouver, BC, V6B 0B2",Downtown,Privately Owned,"{""coordinates"": [-123.1119735, 49.2841655], ""type"": ""Point""}","49.2841655, -123.1119735",49.2841655,-123.1119735
Vancouver Aquarium,www.vanaqua.org?,Museum/Gallery,Garden/Aquarium/Science Centre,"845 Avison Way, Vancouver, BC, V6G 3E2",Stanley Park,City of Vancouver,"{""coordinates"": [-123.130997, 49.30067], ""type"": ""Point""}","49.30067, -123.130997",49.30067,-123.130997
Vancouver Maritime Museum,www.vancouvermaritimemuseum.com,Museum/Gallery,Museum/Gallery,"1905 Ogden Av, Vancouver, BC, V6J 1A3",Kitsilano,City of Vancouver,"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}","49.277465, -123.147587",49.277465,-123.147587
Vancouver Police Museum,www.vancouverpolicemuseum.ca?,Museum/Gallery,Museum/Gallery,"240 E Cordova St, Vancouver, BC, V6A 1L3",Strathcona,City of Vancouver,"{""coordinates"": [-123.0987999, 49.282247], ""type"": ""Point""}","49.282247, -123.0987999",49.282247,-123.0987999
Winsor Gallery,http://winsorgallery.blogspot.com/,Museum/Gallery,Museum/Gallery,"258 E 1st Av, Vancouver, BC, V5T 1A6",Strathcona,Privately Owned,"{""coordinates"": [-123.0984496, 49.2689553], ""type"": ""Point""}","49.2689553, -123.0984496",49.2689553,-123.0984496
Back Gallery Project,http://www.backgalleryproject.com/,Museum/Gallery,Museum/Gallery,"602 E Hastings St, Vancouver, BC, V6A 1R1",Strathcona,Privately Owned,"{""coordinates"": [-123.0913998, 49.2811369], ""type"": ""Point""}","49.2811369, -123.0913998",49.2811369,-123.0913998
Gallery Gachet,www.gachet.org?,Museum/Gallery,Museum/Gallery,"9 W Hastings St, Vancouver, BC, V6B 1G4",Downtown,Privately Owned,"{""coordinates"": [-123.104947, 49.281719], ""type"": ""Point""}","49.281719, -123.104947",49.281719,-123.104947
Jack Poole Plaza,http://www.vancouverconventioncentre.com/jack-poole-plaza/,Community Space,Plaza/Park/Band Shell,"1075 Canada Pl, Vancouver, BC, V6C 3L5",Downtown,Government,"{""coordinates"": [-123.118259, 49.289387], ""type"": ""Point""}","49.289387, -123.118259",49.289387,-123.118259
Kitsilano Showboat,http://www.kitsilanoshowboat.com/showboat.html,Community Space,Plaza/Park/Band Shell,"2300 Cornwall Av, Vancouver, BC, V6K 1B7",Kitsilano,City of Vancouver,"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}","49.2725956, -123.1573621",49.2725956,-123.1573621
Unit/Pitt Projects,www.helenpittgallery.org,Museum/Gallery,Museum/Gallery,"236 E Pender St, Vancouver, BC, V6A 1T7",Strathcona,Privately Owned,"{""coordinates"": [-123.098813, 49.280103], ""type"": ""Point""}","49.280103, -123.098813",49.280103,-123.098813
Vancouver Aquarium,www.vanaqua.org?,Museum/Gallery,Garden/Aquarium/Science Centre,"845 Avison Way, Vancouver, BC, V6G 3E2",Stanley Park,City of Vancouver,"{""coordinates"": [-123.130997, 49.30067], ""type"": ""Point""}","49.30067, -123.130997",49.30067,-123.130997
Vancouver Hack Space,https://vanhack.ca,Studio/Rehearsal,Workshop,"1715 Cook St, Vancouver, BC, V5Y 3J6",Mount Pleasant,Privately Owned,"{""coordinates"": [-123.098112, 49.268761], ""type"": ""Point""}","49.268761, -123.098112",49.268761,-123.098112
Art Emporium,http://www.theartemporium.ca,Museum/Gallery,Museum/Gallery,"2928 Granville St, Vancouver, BC, V6H 3J7",Fairview,Privately Owned,"{""coordinates"": [-123.1383072, 49.2593906], ""type"": ""Point""}","49.2593906, -123.1383072",49.2593906,-123.1383072
BMO Theatre Centre - Workshop,,Studio/Rehearsal,Workshop,"162 W 1st Av, Vancouver, BC, V5Y 1A4",Mount Pleasant,City of Vancouver,"{""coordinates"": [-123.108535, 49.2702275], ""type"": ""Point""}","49.2702275, -123.108535",49.2702275,-123.108535
Centre A - Centre For Contemporary Asian Art,http://centrea.org,Museum/Gallery,Museum/Gallery,"229 E Georgia St, Vancouver, BC, V6A 1Z6",Strathcona,Privately Owned,"{""coordinates"": [-123.098671, 49.278676], ""type"": ""Point""}","49.278676, -123.098671",49.278676,-123.098671
Ceperley Meadow,,Community Space,Plaza/Park/Band Shell,"Stanley Park, Vancouver, BC",Stanley Park,City of Vancouver,"{""coordinates"": [-123.148518, 49.293772], ""type"": ""Point""}","49.293772, -123.148518",49.293772,-123.148518
Chali-Rosso Gallery,www.chalirosso.com,Museum/Gallery,Museum/Gallery,"2250 Granville St, Vancouver, BC, V6H 4H7",Fairview,Privately Owned,"{""coordinates"": [-123.1384021, 49.2657529], ""type"": ""Point""}","49.2657529, -123.1384021",49.2657529,-123.1384021
Vancouver Holocaust Education Centre,www.vhec.org?,Museum/Gallery,Museum/Gallery,"950 W 41st Av, Vancouver, BC, V5Z 2N7",Oakridge,Privately Owned,"{""coordinates"": [-123.126013, 49.233442], ""type"": ""Point""}","49.233442, -123.126013",49.233442,-123.126013
