parent_company,name,postal_code,address,latitude,longitude,stars_fair,stars,review_count,categories,RestaurantsReservations,RestaurantsPriceRange2,NoiseLevel,OutdoorSeating,ByAppointmentOnly,DietaryRestrictions,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Popina Foods Inc,Popina Canteen,V6H 3R9,1691 Johnston St,49.2729844,-123.1355232,3.0,3.0,59,"Restaurants, Burgers, Fast Food, Seafood",False,,u'average',True,,,,,,,,,
Always Amazing Food Ltd,Browns Crafthouse,V5T 2T4,202 East 16th Avenue,49.2565942,-123.1006208,3.736842105263158,4.0,14,"Bars, Nightlife, Restaurants",,,,True,,,0:0-0:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0
Maenam Restaurant Inc,Maenam,V6J 1M5,1938 W 4th Avenue,49.26787,-123.1488979,3.9857549857549857,4.0,346,"Thai, Restaurants",True,2.0,u'average',False,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
Pour House Food and Beverage Ltd,Pourhouse Restaurant,V6B 1B2,162 Water Street,49.2841134476,-123.108428796,3.98997995991984,4.0,494,"American (Traditional), Nightlife, Pubs, Bars, Burgers, Lounges, Canadian (New), Restaurants, Cocktail Bars, Comfort Food",True,2.0,u'loud',False,,,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,11:30-0:0,11:30-23:0
Hawksworth Holdings Inc,Hawksworth Restaurant,V6C 1P7,801 W Georgia Street,49.2833971,-123.11917040000002,3.991039426523298,4.0,553,"Restaurants, Canadian (New), Event Planning & Services, Venues & Event Spaces, Caterers",True,4.0,u'average',True,,,7:0-22:30,7:0-22:30,7:0-22:30,7:0-22:30,7:0-23:0,7:0-23:0,7:0-22:30
DHN Holdings Inc & RJNHB Holdings Inc,Nightingale,V6E 0C4,1017 West Hastings Street,49.28741103310001,-123.1177709676,3.986225895316805,4.0,358,"Canadian (New), Pizza, Restaurants, Live/Raw Food",True,3.0,u'loud',False,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
Beeryani Indian Bistro & Bar Ltd,Beeryani Indian Bistro & Bar,V6G 2M9,"1184 Denman Street, Unit 202",49.2872573,-123.14123,4.083333333333333,4.5,13,"Bistros, Indian, Restaurants",True,,,True,,,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30
Pattison Food Group Ltd,Urban Fare,V5Y 0E4,1688 Salt Street,49.270670200000005,-123.1059184,3.0,3.0,46,"Coffee & Tea, Grocery, Bakeries, Florists, Specialty Food, Shopping, Restaurants, Burgers, Pizza, Flowers & Gifts, Breakfast & Brunch, Food",False,2.0,,True,,,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
Dalina Investments Inc,Dalina,V5Z 1K7,992 W Broadway,49.26324964649999,-123.1264487654,3.380952380952381,3.5,16,"Grocery, Sandwiches, Restaurants, Food, Coffee & Tea",False,,,,,,8:0-17:0,7:30-15:0,7:30-15:0,7:30-15:0,7:30-15:0,,
1267672 BC Ltd,Open Outcry,V6C 1K6,811 West Pender,49.2855394,-123.1159863,4.03125,4.5,11,"Canadian (New), Restaurants",True,,,,,,,,12:0-21:0,12:0-21:0,12:0-21:0,,
Talay Thai Restaurant Ltd,Talay Thai Restaurant,V6P 4Z8,8369 Granville St,49.210809000000005,-123.140764,3.948979591836735,4.0,93,"Restaurants, Thai",True,2.0,u'quiet',False,False,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,17:0-21:0
Mogu Plus Fried Chicken Ltd,Hachibei Japanese Restaurant,V5Z 1S7,778 16th Avenue W,49.256928,-123.1215673,3.929577464788733,4.0,66,"Japanese, Sushi Bars, Restaurants",True,2.0,u'average',False,,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,
5233 Enterprises Ltd,Sunflower Bubble Tea,V5R 4G8,5125 Joyce Street,49.2380723,-123.0323805,2.543859649122807,2.5,52,"Taiwanese, Restaurants, Coffee & Tea, Bubble Tea, Food",False,1.0,u'quiet',False,,,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:30,11:30-0:30,11:30-0:0
1503794 B.C. LTD.,Quiznos,V5N 4C2,2580 Commercial Dr,49.2616352,-123.0694952,2.4166666666666665,2.0,7,"Restaurants, Sandwiches",,,,,,,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,11:0-23:0,11:0-20:0
1479986 BC Ltd,Vera's Burger Shack,V5L 3X9,1438 Commercial Drive,49.2716434,-123.0694547,2.15625,2.0,27,"Restaurants, Burgers",False,2.0,u'average',False,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0
Los Chaparritos Brunch Inc,Brunch,V6Z 1M1,1147 Granville Street,49.2778708,-123.1256128,3.642857142857143,4.0,9,"Bars, Nightlife, Restaurants, Cocktail Bars, Mexican, Breakfast & Brunch",,,,True,,,0:0-0:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0,9:0-15:0
Romano's Pizza Ltd,Romano's Pizza,V6Z 1L3,995 Granville Street,49.27963007979999,-123.122810816,3.477678571428572,3.5,107,"Pizza, Restaurants",False,1.0,u'average',False,,,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0
Fortune Lamb Dining Ltd,Fortune Lamb Dining,V5R 5K6,3-3377 Kingsway,49.2329936,-123.03304740000002,3.321428571428572,3.5,9,"Chinese, Restaurants, Seafood",True,,u'average',,,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0
Duhra Enterprises Ltd,Subway,V6C 1X6,541 Granville Street,49.284226462700005,-123.1158038673,2.613636363636364,2.5,17,"Restaurants, Fast Food, Sandwiches",False,1.0,u'quiet',False,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Pink Peppercorn Catering Services Inc,Pink Peppercorn Seafood House,V5N 2R6,1485 Kingsway,49.2493907,-123.0736372,3.9596774193548394,4.0,119,"Restaurants, Seafood",True,3.0,u'average',False,,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
(Tondela Myles),Kranky Cafe,V5T 1G5,"228 E 4th Avenue, Suite 216",49.267041,-123.09973870000002,3.8780487804878048,4.0,36,"Cafes, Bakeries, Food, Restaurants, Breakfast & Brunch, Sandwiches, Coffee & Tea",False,1.0,u'average',True,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-15:0,9:0-15:0
Tamaru Shoten Marketing Corp,Suika,V6J 1X6,1626 W Broadway,49.2634105,-123.1416899,3.98868778280543,4.0,437,"Restaurants, Tapas/Small Plates, Sushi Bars, Japanese",True,2.0,u'loud',True,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
Bao Bei Chinese Brasserie Inc,Bao Bei Chinese Brasserie,V6A 1X3,163 Keefer Street,49.2796095312,-123.100574596,3.9868073878627968,4.0,374,"Chinese, Restaurants",False,3.0,u'average',False,,,17:30-0:0,17:30-0:0,17:30-0:0,17:30-0:0,17:30-0:0,17:30-0:0,17:30-23:0
483629 BC Ltd,Trocadero Pizza & Steak House,V5N 5E5,2411 Nanaimo Street,49.262983,-123.0570193,3.459016393442623,3.5,56,"Greek, Restaurants, Steakhouses, Pizza",True,2.0,u'average',True,,,16:0-22:0,16:0-22:0,11:0-23:0,11:0-23:0,11:0-0:0,16:0-0:0,16:0-22:0
MKM Restaurant Ltd,Mui Garden Restaurant,V5P 3W5,5797 Victoria Drive,49.2317383,-123.0657785,3.0,3.0,63,"Restaurants, Ethnic Food, Malaysian, Chinese, Food, Specialty Food",True,2.0,'loud',False,,,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30
Himalaya Restaurant Ltd,Himalaya Restaurant,V5X 3H1,6587 Main St,49.224847,-123.1018635,3.0,3.0,52,"Restaurants, Indian",True,2.0,u'average',False,,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Olympia Pizza Ltd,Olympia Pizza,V6K 2H5,3205 Broadway W,49.2643345,-123.1760455,3.469135802469136,3.5,76,"Food, Restaurants, Specialty Food, Greek, Pizza",True,2.0,u'average',True,,,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0
Zhou Zhou Enterprises Ltd,Cosy Inn Cafe,V6S 2G4,4455 Dunbar St,49.2465696,-123.18546090000002,3.0,3.0,10,"Breakfast & Brunch, Restaurants",False,2.0,u'quiet',False,,,,,,,,,
Winkai Restaurant Ltd,Congee Noodle House,V5T 1W1,141 E Broadway,49.263084,-123.1020899,3.492647058823529,3.5,335,"Restaurants, Noodles, Chinese",False,1.0,u'average',False,,,8:30-1:0,8:30-1:0,8:30-1:0,8:30-1:0,8:30-2:0,8:30-2:0,8:30-1:0
Cactus Cafe Broadway Ltd,Cactus Club Cafe,V6J 5K9,1530 West Broadway,49.2634387,-123.1395482,3.482269503546099,3.5,136,"American (New), Canadian (New), Bars, Cocktail Bars, Restaurants, Food Delivery Services, Food, Nightlife",True,2.0,u'loud',True,False,,0:0-0:0,11:0-1:0,11:30-0:0,11:0-0:0,11:30-22:30,11:30-22:30,11:30-22:0
Cactus Cafe Ash Ltd,Cactus Club Cafe,V5Z 1E6,575 Broadway W,49.26337343270001,-123.1171303272,3.48046875,3.5,123,"Restaurants, Nightlife, Gluten-Free, Bars, Canadian (New), Food, Food Delivery Services, Cocktail Bars, American (New)",True,2.0,u'average',True,False,,0:0-0:0,11:0-1:0,11:30-0:0,11:30-0:0,11:30-22:30,11:30-22:30,11:30-22:0
Provence Marinaside Foods Limited,Provence Marinaside,V6Z 2Y3,1177 Marinaside Crescent,49.2733234,-123.119583,3.492038216560509,3.5,309,"Breakfast & Brunch, Restaurants, Seafood, French",True,3.0,u'average',True,,,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-21:0,10:0-20:0,9:0-22:0
Temaki Sushi Ltd,Temaki Sushi,V6K 2C8,"2156 W Broadway, Suite 2",49.263919,-123.154395,3.963235294117647,4.0,131,"Japanese, Sushi Bars, Restaurants",True,2.0,u'average',False,False,,0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,
Ikkyu Holdings Inc,Nikkyu Japanese Restaurant,V5V 3M7,3302 Main St,49.255567,-123.101019,2.533783783783784,2.5,69,"Restaurants, Japanese",True,2.0,u'average',True,,,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30
Deresse Demissie Lekyelebet (Deresse Lekyelebet),Fassil Ethiopian Restaurant,V5T 1X9,736 Broadway E,49.26231668609999,-123.0883307747,4.4440298507462686,4.5,129,"Restaurants, Ethiopian",True,2.0,u'average',False,,,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0
672347 BC Ltd,The Charlatan,V5L 3X8,1447 Commercial Drive,49.2715434,-123.06976840000002,3.483108108108108,3.5,143,"Nightlife, Restaurants, Food, American (Traditional), Breweries, Bars, Pubs",True,2.0,u'average',True,,,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-1:0
Studio Munto Enterprises Ltd,Marulilu Cafe,V5Y 1R4,451 W Broadway,49.26334179999999,-123.11410320000002,3.9816849816849818,4.0,268,"Sandwiches, Food, Cafes, Coffee & Tea, Breakfast & Brunch, Japanese, Restaurants",False,2.0,u'average',False,,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:30-18:0,8:30-18:0
West Coast Poutine Inc,La Belle Patate,V6E 1N4,1215 Davie Street,49.2820547307,-123.1334429224,3.990138067061144,4.0,502,"French, Poutineries, Fast Food, Restaurants, Food",False,1.0,u'average',False,,,11:0-22:0,12:0-17:0,11:0-17:0,11:0-19:0,12:0-22:0,12:0-22:0,
0863865 BC Ltd,Tim Hortons,V6B 6L9,463 Robson Street,49.27983350979999,-123.1171406628,3.0,3.0,70,"Restaurants, Fast Food, Sandwiches, Bakeries, Food, Donuts, Coffee & Tea",False,1.0,'average',False,False,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
Good Choice Restaurant Group Ltd,Good Choice Restaurant,V5W 2Z8,6007 Fraser Street,49.22999620000001,-123.0908133,3.4545454545454546,3.5,50,"Seafood, Dim Sum, Restaurants, Chinese",True,2.0,u'average',False,,,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
Arriva Ristorante (1981) Ltd,Arriva Ristorante,V5L 3Y1,1537 Commercial Dr,49.2709212,-123.0698917,3.0,3.0,55,"Specialty Food, Food, Italian, Restaurants",True,2.0,u'loud',True,,,,,,,,,
Fable Kitchens Ltd,Fable,V6J 1M5,1944 W 4th Avenue,49.2679331,-123.149019,4.489067055393586,4.5,681,"Canadian (New), Restaurants, American (New)",True,2.0,u'average',True,,,0:0-0:0,7:30-20:0,9:0-14:0,17:0-22:0,10:0-22:0,17:0-22:0,10:0-15:0
0902341 BC Ltd,El Camino's,V5V 3M5,3250 Main Street,49.2561784,-123.1010147,3.487113402061856,3.5,189,"Latin American, Mexican, Restaurants",False,2.0,u'average',True,,,0:0-0:0,17:0-23:0,17:0-23:0,16:0-23:0,16:0-0:0,10:0-0:0,10:0-23:0
Chang Li Enterprises Ltd,Osaka Sushi,V5Z 2E2,960 W King Edward Avenue,49.24852940979999,-123.1258095484,3.4545454545454546,3.5,50,"Japanese, Sushi Bars, Restaurants",True,2.0,u'loud',False,,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,12:0-21:30
Chipotle Mexican Grill Canada Corp,Chipotle Mexican Grill,V6Z 1N4,818 Howe St,49.2815125,-123.12106740000002,3.0,3.0,214,"Tex-Mex, Fast Food, Salad, Restaurants, Mexican",False,2.0,u'average',False,,,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
Besthope Holdings Inc,Duotian Fish Soup Noodles Restaurant,V5M 4N9,"2800 E 1st Avenue, Suite 212",49.2689449,-123.0454708,2.537313432835821,2.5,62,"Chinese, Restaurants",True,1.0,u'average',False,,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
CT Broadway Holdings Ltd,Chronic Tacos,V6B 1G1,601 West Cordova Street,49.285625,-123.111955,3.8333333333333335,4.0,25,"Tex-Mex, Restaurants, Tapas/Small Plates, Gluten-Free, Fast Food, Mexican",False,,,True,,,0:0-0:0,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,,
XFY Broadway Hot Pot Ltd,Happy Lamb Hot Pot,V6J 1Y1,1788 W Broadway,49.2635479353,-123.1451335079,3.0,3.0,81,"Mongolian, Hot Pot, Restaurants, Chinese",True,2.0,u'average',False,False,,0:0-0:0,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30
0985695 BC Ltd,Miyako Sushi,V5L 1V6,2341 E Hastings Street,49.2813655,-123.0573113,3.0,3.0,38,"Sushi Bars, Restaurants, Japanese",True,2.0,u'quiet',True,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:30-22:0
Superfast Services Ltd,Dairy Queen,V5R 5J3,2940 Kingsway Ave,49.235893221400005,-123.04473059999998,2.5892857142857144,2.5,23,"Restaurants, Food, Fast Food, Ice Cream & Frozen Yogurt",False,1.0,'average',True,,,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,11:0-22:30
Jackalope's Dive Inc,Jackalope's Neighbourhood Dive,V5L 1V3,2257 E Hastings Street,49.2812947,-123.0589523,4.433628318584071,4.5,108,"Dive Bars, Nightlife, Restaurants, Bars, Southern, Pubs, Soul Food, Breakfast & Brunch",False,2.0,u'average',False,,,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-0:0,16:0-0:0,16:0-23:0
0995300 BC Ltd,Blue Water Cafe,V6B 5T4,1095 Hamilton St,49.276155,-123.1211291,4.491812227074236,4.5,911,"Live/Raw Food, Restaurants, Steakhouses, Sushi Bars, Seafood, Food, Food Delivery Services, Bars, Cocktail Bars, Wine Bars, Nightlife",True,3.0,u'average',True,False,,0:0-0:0,16:30-22:30,16:30-22:30,16:30-22:30,16:0-22:30,16:0-22:30,16:30-22:30
Julien Aubin & Maxime Bettili,Au Comptoir,V6K 1N8,2278 W 4th Avenue,49.2680343284,-123.1567248776,3.972972972972973,4.0,180,"Cafes, French, Restaurants",False,2.0,u'average',True,,,,,8:0-21:0,8:0-21:0,8:0-22:0,8:0-22:0,8:0-21:0
0949813 BC Ltd,Sushi 7,V5Z 2W8,3488 Cambie Street,49.254146408100006,-123.1150238347,3.913793103448276,4.0,53,"Japanese, Restaurants, Sushi Bars",True,2.0,'quiet',False,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-21:30
Boteco Brasil Food Services Inc,Boteco Brasil,V5N 5E6,2545 Nanaimo Street,49.2617624,-123.0567297,3.0,3.0,57,"Restaurants, Brazilian",True,2.0,u'average',True,,,0:0-0:0,,12:0-20:0,12:0-20:0,12:0-22:0,12:0-22:0,12:0-22:0
Jameson Collective Inc,The Mackenzie Room,V6A 1G7,415 Powell Street,49.28330089999999,-123.0949245,4.4506578947368425,4.5,147,"Diners, Canadian (New), Restaurants, Local Flavor",True,3.0,u'average',False,,,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0
Torafuku Modern Asian Eatery Inc,Torafuku,V6A 2W1,958 Main Street,49.2758949998,-123.0996111822,3.4872448979591835,3.5,191,"Japanese, Restaurants, Asian Fusion, Vietnamese",True,2.0,u'average',False,,,,11:30-17:30,11:30-22:0,11:30-22:0,11:30-22:30,11:30-22:30,
Masayoshi Restaurant Ltd,Masayoshi,V5V 4G3,4376 Fraser Street,49.2457989,-123.09003909999998,3.473958333333333,3.5,91,"Sushi Bars, Restaurants, Japanese",True,4.0,u'quiet',False,,,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,
1063279 BC Ltd,Boston Pizza,V5M 4H4,2850 Bentall Street,49.25847460000001,-123.0306817,3.0,3.0,52,"Canadian (New), American (New), Italian, Pizza, Restaurants",True,2.0,u'average',False,,,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-1:0
PB Restaurant (Fraser) Inc,Penang Bistro,V5V 4E4,3932 Fraser Street,49.2497658,-123.0900825,3.0,3.0,68,"Restaurants, Malaysian",True,2.0,u'average',False,True,,11:30-21:30,,11:30-21:30,11:30-21:30,11:30-22:0,11:30-22:0,11:30-22:0
(Mingyue Hao),Knight Street Cafe,V5N 3L8,3911 Knight Street,49.2496779,-123.0762965,4.394366197183099,4.5,66,"Breakfast & Brunch, American (Traditional), Restaurants, Burgers, Cafes, Sandwiches",False,2.0,'average',False,False,,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-16:0,8:0-16:0
Fablee Diner Ltd,Fable Diner,V5T 1W1,151 E Broadway,49.2630504,-123.1015035,3.982456140350877,4.0,280,"Restaurants, Breakfast & Brunch, Diners, Canadian (New), Burgers, American (Traditional)",True,2.0,u'average',False,,,0:0-0:0,9:0-21:0,9:0-21:0,9:0-15:0,9:0-14:30,9:0-14:30,9:0-14:30
Dalina Investments Inc,Dalina,V6A 2V4,687 Main Street,49.2787627,-123.1003603,4.40625,4.5,75,"Internet Cafes, Cafes, Grocery, Food, Sandwiches, Restaurants, Delis, Coffee & Tea",False,2.0,u'average',True,,,0:0-0:0,7:0-18:0,7:0-17:0,7:0-17:0,7:0-17:0,8:0-17:0,8:0-17:0
1085666 BC Ltd,The Captain's Boil,V5R 5K6,3309 Kingsway,49.2341970386,-123.0355279939,3.0,3.0,102,"Restaurants, Asian Fusion, Seafood, Cajun/Creole",True,2.0,u'average',,False,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Kompass Natural Foods Limited,Waves Coffee House,V6H 1E2,1095 West Broadway,49.2636157845,-123.128756644,3.391304347826087,3.5,18,"Coffee & Tea, Food, Restaurants, Cafes",False,1.0,'average',True,,,7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,8:0-17:0,8:0-16:0
Pereek Foods Inc,Maria's Taverna,V6K 1P1,2324 W 4th Avenue,49.2679886,-123.158081,3.469135802469136,3.5,76,"Greek, Caterers, Restaurants, Mediterranean, Pizza, Event Planning & Services",True,2.0,u'average',True,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
CB&MH Enterprise Ltd,Tom Sushi,V6E 1N2,1175 Davie St,49.2816505,-123.1326617,4.907407407407407,5.0,103,"Japanese, Restaurants, Sushi Bars",False,2.0,u'average',,,,11:30-17:30,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-20:30
Thai Basil Company Ltd,Thai Basil,V5L 3X3,1179 Commercial Drive,49.274167,-123.0698629,3.8484848484848486,4.0,28,"Restaurants, Thai",False,1.0,u'quiet',False,,,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:0,12:0-21:30,16:0-21:30
S E A R Enterprise Ltd,Tetsu Sushi Bar,V6G 2L6,775 Denman Street,49.2918295,-123.1352117,4.414772727272728,4.5,83,"Japanese, Sushi Bars, Restaurants",True,2.0,u'quiet',,,,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0
Delhi 6 Indian Bistro Ltd,Delhi 6 Indian Bistro,V6J 4Z9,1766 W 7th Avenue,49.2652347,-123.1449675,4.431192660550459,4.5,104,"Indian, Restaurants",True,2.0,u'quiet',False,,,16:0-22:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
Coppersmith Enterprises Ltd,Burger King,V6B 1V8,612 W Pender Street,49.28411,-123.1142664,2.263157894736842,2.0,14,"Fast Food, Burgers, Restaurants",False,1.0,u'average',False,,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
Chickpea Food Truck Inc,Chickpea,V5V 3P9,4298 Main Street,49.2466008453,-123.100948167,3.487309644670051,3.5,192,"Vegan, Restaurants, Mediterranean, Food, Food Trucks",False,2.0,u'average',False,,,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-0:0,9:0-0:0,9:0-23:0
WTC Burger Management Systems ULC,Wendy's,V5Y 1N9,480 W. 8th Ave.,49.2636949,-123.1144896,2.549019607843137,2.5,46,"Burgers, Fast Food, Restaurants",False,1.0,u'quiet',False,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
WTC Burger Management Systems ULC,Wendy's,V5M 2G9,3698 Grandview Highway,49.2577852,-123.0243352,3.0,3.0,26,"Fast Food, Burgers, Restaurants",False,1.0,u'quiet',True,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
Quantum Coffee Corporation,Quantum Coffee,V6C 1T1,455 Granville Street,49.2850523,-123.1147477,3.901960784313725,4.0,46,"Restaurants, Food, Coffee & Tea, Cafes",,2.0,u'average',False,,,9:0-17:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-18:0,9:0-17:0
EJK Investments Ltd,Tim Hortons,V5M 4T5,"2889 E 12th Avenue, Suite 107",49.2594152068,-123.0447382112,2.357142857142857,2.0,9,"Restaurants, Coffee & Tea, Bakeries, Breakfast & Brunch, Food",,,,True,,,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
0788191 BC Ltd,Italian Kitchen,V6Z 1X9,860 Burrard St,49.2825685,-123.1236112,3.4955436720142603,3.5,556,"Restaurants, Modern European, Italian, Bars, Wine Bars, Nightlife, Comfort Food, Breakfast & Brunch, Cocktail Bars, Food",True,3.0,u'average',True,False,,14:30-22:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,11:0-0:0,11:0-22:0
J Bros International Enterprises,BBT Cafe,V6M 3X1,5979 W Boulevard,49.2310505336,-123.155708313,3.0,3.0,55,"Taiwanese, Restaurants",True,2.0,u'average',False,,,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0
Happy Day Bakery & Restaurant (Kingsway) Ltd,Happy Day Cafe,V5R 5K7,3312 Kingsway,49.234346324700006,-123.0352135908,3.0,3.0,100,"Cafes, Breakfast & Brunch, Restaurants, Chinese, Hong Kong Style Cafe",True,2.0,'average',False,,,7:30-23:0,7:30-23:0,7:30-23:0,7:30-23:0,7:30-0:0,7:30-0:0,7:30-23:0
Shaka Enterprise Ltd,Honolulu Coffee,V6Z 2H1,888 Nelson St,49.2800601,-123.1252654,4.439024390243903,4.5,118,"Coffee & Tea, Bakeries, Food, Restaurants, Cafes",,2.0,u'average',True,False,,0:0-0:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0
1116127 BC Ltd,The Captain's Boil,V6G 1C1,1487 Robson St,49.28874,-123.130575,3.0,3.0,30,"Restaurants, Seafood, Asian Fusion, Cajun/Creole",,,,,,,12:30-21:0,12:0-15:0,12:30-21:0,12:30-21:0,12:30-21:0,12:30-21:0,12:30-21:0
Northland Properties Corporation,Denny's,V6E 1M3,1098 Davie St,49.280232749300005,-123.1312241405,2.5294117647058822,2.5,80,"Breakfast & Brunch, American (Traditional), Canadian (New), Diners, Restaurants",False,2.0,u'quiet',True,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
0899684 BC Ltd,Golden Swan Restaurant,V5P 3V7,5380 Victoria Drive,49.2361844,-123.0649258,3.480916030534351,3.5,126,"Chinese, Dim Sum, Seafood, Restaurants",False,2.0,u'average',False,,,9:30-14:30,9:30-14:30,9:30-14:30,9:30-14:30,9:30-14:30,9:30-14:30,9:30-14:30
Kook BBQ Inc,Kook Korean BBQ,V5M 4N9,"2800 1st Avenue E, Suite 211 A",49.2689449,-123.0454708,3.954128440366973,4.0,104,"Korean, Barbeque, Restaurants",True,,,False,,,,15:0-22:0,15:0-22:0,15:0-22:0,15:0-23:0,11:30-23:0,11:30-22:0
Mugen Japanese Restaurant Ltd,Sushi Mugen,V6Z 1B9,903 Davie street,49.2787454,-123.1282384,3.928571428571429,4.0,65,"Japanese, Sushi Bars, Restaurants, Salad, Asian Fusion",True,2.0,u'average',False,,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
